FID,RMSTRAFFIC,ST_RT_NO,CTY_CODE,DISTRICT_N,JURIS,SEG_BGN,OFFSET_BGN,SEG_END,OFFSET_END,SEG_PT_BGN,SEG_PT_END,SEG_LNGTH_,SEQ_NO,CUR_AADT,ADTT_CUR,TRK_PCT,WKDY_TRK_C,ADLR_TRK_C,ADLF_TRK_C,BASE_YR_CL,BASE_ADT,ADTT_BASE,WKDY_TRK_B,ADLR_TRK_B,ADLF_TRK_B,BASE_ADT_Y,DLY_VMT,DLY_TRK_VM,K_FACTOR,D_FACTOR,T_FACTOR,VOL_CNT_KE,VOL_CNT_DA,RAW_CNT_HI,TRAFF_PATT,DUR_CLS_CN,TYPE_OF_CN,DIR_IND,MSLINK,MAPID,NLF_ID,SIDE_IND,NLF_CNTL_B,NLF_CNTL_E,CUM_OFFSET,CUM_OFFS_1,RECORD_UPD,GIS_UPDATE,GIS_GEOMET,GPID,GEOMETRY_L
30946,02211200100000002000001,2112,2,11,1,10,0,20,0,100000,200000,1086.0,1,3715,250,7,320,286,199,2019,3715,250,320,286,199,2019,765,52,7,50,5,02211200200300,20191007,2019345,03,24,2,E,88500,102278,410,1,0,1086.0,0.0,1086.0,20191215,2019-12-15,2019-07-21,34893,433.05075949999997
30967,02301100100000003000001,3011,2,11,1,10,0,30,0,100000,300000,6126.0,1,1454,15,1,19,4,4,2019,1454,15,19,4,4,2019,1687,17,11,65,1,02301100202545,20190708,2019201,05,24,3,B,48339,102278,440,1,0,6126.0,0.0,6126.0,20190728,2019-07-28,2019-07-21,34322,2439.9553899999996
31075,02307000640000006400321,3070,2,11,1,64,0,64,32,640000,640032,32.0,1,1612,67,4,86,21,19,2019,1612,67,86,21,19,2019,10,0,9,62,6,02307000640002,20190718,2020016,05,24,2,B,48496,102278,41379,1,0,32.0,393.0,425.0,20200119,2020-01-19,2019-07-21,42596,12.92986607
31142,02003002202253025000001,0030,2,11,1,220,2253,250,0,2202253,2500000,5428.0,4,9680,540,6,691,220,185,2019,9680,540,691,220,185,2019,9951,555,8,64,6,02003002401415,20191112,2019345,03,24,2,E,173961,102278,153,1,12131,17559.0,51480.0,56908.0,20191215,2019-12-15,2019-07-21,43537,2176.83226
31207,02209900100000001001161,2099,2,11,1,10,0,10,116,100000,100116,116.0,1,4456,356,8,456,223,171,2019,4456,356,456,223,171,2019,98,8,11,55,4,02209900100050,20190808,2019229,05,24,3,B,48244,102278,41202,1,0,116.0,0.0,116.0,20190818,2019-08-18,2019-07-21,42800,44.40647635
31358,02006000100000001012781,0060,2,11,1,10,0,10,1278,100000,101278,1278.0,2,8645,476,6,609,619,425,2019,8645,476,609,619,425,2019,2092,115,8,64,6,02006000100350,20191002,2019324,05,24,2,B,159708,102278,168,1,721,1999.0,721.0,1999.0,20191124,2019-11-24,2019-07-21,43257,510.9317001
31367,02314700100000001001591,3147,2,11,1,10,0,10,159,100000,100159,159.0,1,3867,387,10,495,243,186,2019,3867,387,495,243,186,2019,116,12,11,55,5,02314700100050,20191015,2019317,05,24,3,B,94147,102278,51269,1,0,159.0,0.0,159.0,20191117,2019-11-17,2019-07-21,43278,64.36374571
31472,02H83500400000005069165,H835,2,11,5,40,0,50,6916,400000,506916,11351.0,2,9974,480,5,614,238,191,2019,9974,480,614,238,191,2019,21444,1032,8,55,4,02H83500500001,20190814,2019248,03,24,2,B,179730,102278,61782,1,1584,12935.0,11035.0,22386.0,20190908,2019-09-08,2019-07-21,43773,4562.971828
31546,02203000100000002025671,2030,2,11,1,10,0,20,2567,100000,202567,5719.0,1,5206,521,10,667,150,140,2019,5206,521,667,150,140,2019,5638,564,11,70,5,02203000200200,20191029,2019313,05,24,3,B,48065,102278,316,1,0,5719.0,0.0,5719.0,20191110,2019-11-10,2019-07-21,43069,2283.187964
31630,02302900301050004030341,3029,2,11,1,30,1050,40,3034,301050,403034,5353.0,2,2016,60,3,77,18,17,2019,2016,60,77,18,17,2019,2044,61,11,55,2,02302900402800,20190717,2019214,05,24,3,B,149740,102278,460,1,7286,12639.0,7286.0,12639.0,20190811,2019-08-11,2019-07-21,41652,2132.48525
31775,02207400300000004010621,2074,2,11,1,30,0,40,1062,300000,401062,3902.0,2,2236,112,5,143,67,52,2019,2236,112,143,67,52,2019,1652,83,11,55,3,02207400400500,20190815,2019259,05,24,3,B,48200,102278,377,1,5416,9318.0,5416.0,9318.0,20190922,2019-09-22,2019-07-21,42049,1570.651388
31796,02400400300000003023701,4004,2,11,1,30,0,30,2370,300000,302370,2370.0,2,5113,256,5,328,161,123,2019,5113,256,328,161,123,2019,2296,115,11,55,3,02400400302071,20190912,2019317,05,24,3,B,186616,102278,582,1,2400,4770.0,2400.0,4770.0,20191117,2019-11-17,2019-11-05,42519,967.7479221000001
31816,02H01300100000002000005,H013,2,11,5,10,0,20,0,100000,200000,580.0,1,7031,317,5,406,486,332,2019,7031,317,406,486,332,2019,773,35,8,51,3,02H01300100001,20191001,2019344,05,24,2,B,2578,102278,11382,1,0,580.0,0.0,580.0,20191215,2019-12-15,2019-07-21,42128,223.9120147
31840,02091004450000045106301,0910,2,11,1,445,0,451,630,4450000,4510630,2379.0,2,7586,354,5,453,476,320,2019,7586,354,453,476,320,2019,3421,160,10,53,7,02091004510213,20191024,2019336,03,24,2,W,194681,102278,222,2,2370,4749.0,3747.0,6126.0,20191208,2019-12-08,2019-11-05,42170,953.2967082
31905,02308901200000014000001,3089,2,11,1,120,0,140,0,1200000,1400000,2095.0,1,8817,441,5,564,271,209,2019,8817,441,564,271,209,2019,3500,175,11,75,3,02308901300700,20190904,2019257,05,24,3,B,179827,102278,65531,1,0,2095.0,23623.0,25718.0,20191222,2019-12-22,2019-12-22,41983,819.9840224
32031,02203700810000009108901,2037,2,11,1,81,0,91,890,810000,910890,3133.0,3,3463,186,5,238,132,98,2019,3463,186,238,132,98,2019,2054,110,9,60,3,02203700811750,20190806,2019242,03,24,2,S,48087,102278,326,2,9498,12631.0,9498.0,12631.0,20190901,2019-09-01,2019-07-21,42189,1254.5386349999999
32080,02210700110000001103741,2107,2,11,1,11,0,11,374,110000,110374,374.0,1,2039,163,8,209,102,78,2019,2039,163,209,102,78,2019,145,12,11,100,4,02210700110170,20190813,2019259,05,24,3,W,166900,102278,76093,2,0,374.0,0.0,374.0,20190922,2019-09-22,2019-07-21,41329,154.6708394
32089,02H33900100000009004225,H339,2,11,5,10,0,90,422,100000,900422,6965.0,1,8442,162,2,207,143,104,2019,8442,162,207,143,104,2019,11135,214,11,56,1,02H33900400001,20191112,2019344,03,24,2,O,122627,102278,15261,1,0,6965.0,0.0,6965.0,20191215,2019-12-15,2019-11-05,41501,2868.470878
32180,02405100500000005028221,4051,2,11,1,50,0,50,2822,500000,502822,2822.0,2,3672,73,2,93,29,24,2019,3672,73,93,29,24,2019,1961,39,11,55,1,02405100500700,20190912,2019266,05,24,3,B,149749,102278,637,1,11036,13858.0,11036.0,13858.0,20190929,2019-09-29,2019-07-21,39940,1097.503339
32226,02206100100000003037331,2061,2,11,1,10,0,30,3733,100000,303733,10135.0,1,1744,70,4,90,44,34,2019,1744,70,90,44,34,2019,3348,134,11,55,2,02206100200000,20190808,2019242,05,24,3,B,48174,102278,362,1,0,10135.0,0.0,10135.0,20190901,2019-09-01,2019-07-21,40321,4054.0787979999996
32411,02006001510000015136111,0060,2,11,1,151,0,151,3611,1510000,1513611,3611.0,1,8835,882,10,1129,876,605,2019,8835,882,1129,876,605,2019,6043,603,8,54,6,02006001401351,20190925,2019345,03,24,2,S,183402,102278,171,2,0,3611.0,593.0,4204.0,20191215,2019-12-15,2019-11-05,41025,1436.915081
32459,02401900040000001012411,4019,2,11,1,4,0,10,1241,40000,101241,3449.0,1,5786,289,5,370,182,139,2019,5786,289,370,182,139,2019,3778,189,11,55,3,02401900100950,20191029,2019336,05,24,3,B,155063,102278,600,1,0,3449.0,0.0,3449.0,20191208,2019-12-08,2019-07-21,40877,1353.597042
32490,02311700100000002025181,3117,2,11,1,10,0,20,2518,100000,202518,4559.0,1,744,37,5,47,22,17,2019,744,37,47,22,17,2019,642,32,11,55,3,02311700201300,20190827,2019266,05,24,3,B,48595,102278,568,1,0,4559.0,0.0,4559.0,20190929,2019-09-29,2019-07-21,40697,1829.04174
32623,02100400100000003024391,1004,2,11,1,10,0,30,2439,100000,302439,6157.0,1,708,35,5,45,22,17,2019,708,35,45,22,17,2019,826,41,11,60,3,02100400301900,20191113,2019331,05,24,3,B,47875,102278,236,1,0,6157.0,0.0,6157.0,20191201,2019-12-01,2019-11-05,40758,2474.13335
32640,02308900830922008319591,3089,2,11,1,83,922,83,1959,830922,831959,1037.0,2,2293,163,7,209,57,50,2019,2293,163,209,57,50,2019,449,32,10,63,11,02308900831250,20190905,2019281,05,24,2,S,167731,102278,76096,2,922,1959.0,922.0,1959.0,20191013,2019-10-13,2019-11-05,41194,437.689183
32646,02406700300000008000001,4067,2,11,1,30,0,80,0,300000,800000,12379.0,2,5950,179,3,229,79,65,2019,5950,179,229,79,65,2019,13953,420,11,55,2,02406700500000,20190911,2019264,05,24,3,B,48803,102278,655,1,6221,18600.0,6221.0,18600.0,20190922,2019-09-22,2019-07-21,40713,4966.155226
32733,02H21500300000003036435,H215,2,11,5,30,0,30,3643,300000,303643,3643.0,2,3629,132,4,169,32,32,2019,3629,132,169,32,32,2019,2504,91,11,55,2,02H21500300001,20190409,2019200,05,6,1,B,180899,102278,12855,1,2481,6124.0,2481.0,6124.0,20190728,2019-07-28,2019-07-21,40301,1458.008664
32778,02403900400000006011641,4039,2,11,1,40,0,60,1164,400000,601164,7265.0,1,209,4,2,5,1,1,2019,209,4,5,1,1,2019,288,6,11,60,0,02403900502175,20190918,2019281,05,24,2,B,151173,102278,624,1,0,7265.0,6845.0,14110.0,20191013,2019-10-13,2019-11-05,40308,2911.233547
32797,02064400100000001076565,0644,2,11,5,10,0,10,7656,100000,107656,7656.0,1,4984,199,4,255,211,150,2019,4984,199,255,211,150,2019,7227,289,11,60,2,02064400100001,20190828,2019250,05,24,3,B,1087,102278,13053,1,0,7656.0,0.0,7656.0,20190908,2019-09-08,2019-07-21,40471,3035.934532
32806,02100300600000008000001,1003,2,11,1,60,0,80,0,600000,800000,5753.0,4,3870,39,1,50,23,18,2019,3870,39,50,23,18,2019,4218,43,11,60,1,02100300700500,20190904,2019259,05,24,3,B,166981,102278,235,1,11406,17159.0,11406.0,17159.0,20190922,2019-09-22,2019-07-21,40479,2300.655618
32861,02403200100000009023071,4032,2,11,1,10,0,90,2307,100000,902307,22249.0,1,787,44,6,56,15,13,2019,787,44,56,15,13,2019,3316,185,15,55,10,02403200302590,20191015,2019340,05,24,2,B,48731,102278,617,1,0,22249.0,0.0,22249.0,20191208,2019-12-08,2019-11-05,43813,8932.424438
32928,02101700100000002027051,1017,2,11,1,10,0,20,2705,100000,202705,5601.0,1,4634,139,3,178,42,39,2019,4634,139,178,42,39,2019,4917,147,11,55,2,02101700101964,20190820,2019243,05,24,3,B,0,102278,257,1,0,5601.0,0.0,5601.0,20190901,2019-09-01,2019-07-21,52410,2241.8859989999996
33058,02H56400340000005085535,H564,2,11,5,34,0,50,8553,340000,508553,10453.0,2,1140,34,3,44,24,18,2019,1140,34,44,24,18,2019,2257,67,11,55,2,02H56400500001,20190730,2019228,05,24,3,B,171484,102278,12975,1,11879,22332.0,11879.0,22332.0,20190818,2019-08-18,2019-07-21,44813,4217.352161
33087,02308200040000001035121,3082,2,11,1,4,0,10,3512,40000,103512,9131.0,1,1469,59,4,76,23,20,2019,1469,59,76,23,20,2019,2540,102,11,55,2,02308200100500,20190905,2019273,09,24,3,B,48532,102278,532,1,0,9131.0,0.0,9131.0,20191006,2019-10-06,2019-11-05,44968,3600.51095
33100,02H04900200000004000005,H049,2,11,5,20,0,40,0,200000,400000,4170.0,2,20860,1256,6,1608,1104,781,2019,20860,1256,1608,1104,781,2019,16479,992,6,70,7,02H04900300001,20191002,2019344,03,24,2,B,180601,102278,11390,1,2059,6229.0,2059.0,6229.0,20191215,2019-12-15,2019-11-05,44716,1680.611545
33190,02H52300100000003090285,H523,2,11,5,10,0,30,9028,100000,309028,10823.0,1,6595,198,3,253,135,103,2019,6595,198,253,135,103,2019,13520,406,11,55,2,02H52300300001,20190731,2019222,05,24,3,B,167743,102278,12963,1,0,10823.0,0.0,10823.0,20190814,2019-08-14,2019-07-21,44648,4368.098877
33256,02210600100000001028631,2106,2,11,1,10,0,10,2863,100000,102863,2863.0,1,1336,67,5,86,42,32,2019,1336,67,86,42,32,2019,724,36,11,55,3,02210600101500,20190605,2019166,05,24,3,B,128747,102278,403,1,0,2863.0,0.0,2863.0,20190708,2019-07-08,2019-07-21,44568,1131.979655
33318,02205800100000005000001,2058,2,11,1,10,0,50,0,100000,500000,9483.0,1,2945,147,5,188,176,115,2019,2945,147,188,176,115,2019,5289,264,9,55,3,02205800301457,20191113,2019331,05,24,3,E,48162,102278,357,1,0,9483.0,0.0,9483.0,20191201,2019-12-01,2019-07-21,43965,3783.818379
33323,02097800400000010000001,0978,2,11,1,40,0,100,0,400000,1000000,16510.0,3,3511,224,6,287,163,121,2019,3511,224,287,163,121,2019,10979,700,13,54,4,02097800600100,20190716,2019214,05,24,2,B,99100,102278,224,1,4376,20886.0,4376.0,20886.0,20190811,2019-08-11,2019-07-21,43973,6593.0247229999995
33513,02102802400000026000001,1028,2,11,1,240,0,260,0,2400000,2600000,4743.0,11,2796,168,6,215,194,127,2019,2796,168,215,194,127,2019,2511,151,11,55,3,02102802500000,20190822,2019243,07,24,3,B,47965,102278,273,1,55553,60296.0,55553.0,60296.0,20200105,2020-01-05,2019-07-21,41175,1896.4190839999999
33629,02202400300000003026101,2024,2,11,1,30,0,30,2610,300000,302610,2610.0,2,1835,52,3,67,35,26,2019,1835,52,67,35,26,2019,906,26,14,51,3,02202400301500,20190801,2019228,05,24,2,B,48057,102278,310,1,6838,9448.0,6838.0,9448.0,20190818,2019-08-18,2019-07-21,41662,1022.875719
33649,02013600700000009000001,0136,2,11,1,70,0,90,0,700000,900000,4469.0,4,4902,494,10,632,535,374,2019,4902,494,632,535,374,2019,4147,418,10,61,4,02013600800700,20190731,2019259,05,24,2,B,47588,102278,185,1,14696,19165.0,14696.0,19165.0,20190922,2019-09-22,2019-07-21,41571,1787.4150969999998
33689,02H36600100000001025345,H366,2,11,5,10,0,10,2534,100000,102534,2534.0,1,2820,141,5,180,85,66,2019,2820,141,180,85,66,2019,1354,68,11,55,3,02H36600100001,20190919,2019344,05,24,3,B,180065,102278,19848,1,0,2534.0,0.0,2534.0,20191215,2019-12-15,2019-07-21,41710,1048.6820369999998
33693,02204700100000001039121,2047,2,11,1,10,0,10,3912,100000,103912,3912.0,1,10277,822,8,1052,1085,699,2019,10277,822,1052,1085,699,2019,7615,609,11,55,4,02204700100400,20191029,2019345,05,24,3,B,48131,102278,342,1,0,3912.0,0.0,3912.0,20191215,2019-12-15,2019-07-21,41867,1554.630895
33753,02303100100000003007851,3031,2,11,1,10,0,30,785,100000,300785,5416.0,1,6950,626,9,801,647,433,2019,6950,626,801,647,433,2019,7131,642,11,55,5,02303100200953,20190716,2019214,05,24,3,B,98022,102278,461,1,0,5416.0,0.0,5416.0,20190811,2019-08-11,2019-07-21,41440,2164.5848539999997
33812,02403200902307012033181,4032,2,11,1,90,2307,120,3318,902307,1203318,10322.0,2,1245,37,3,47,19,15,2019,1245,37,47,19,15,2019,2434,72,11,55,2,02403201103500,20190905,2019317,05,24,3,B,148380,102278,617,1,22249,32571.0,22249.0,32571.0,20191117,2019-11-17,2019-11-05,41391,4148.003436
33897,02306400100000001032091,3064,2,11,1,10,0,10,3209,100000,103209,3209.0,1,785,47,6,60,24,19,2019,785,47,60,24,19,2019,477,29,11,55,3,02306400100500,20190827,2019250,05,24,3,B,186095,102278,511,1,0,3209.0,0.0,3209.0,20190908,2019-09-08,2019-07-21,40641,1295.642918
33919,02088500910000009103101,0885,2,11,1,91,0,91,310,910000,910310,310.0,1,4383,175,4,224,150,109,2019,4383,175,224,150,109,2019,259,10,9,66,5,02088500701500,20190723,2019228,05,24,2,S,47751,102278,214,2,0,310.0,0.0,310.0,20190818,2019-08-18,2019-07-21,41278,118.22353970000002
33939,02401100800000010000001,4011,2,11,1,80,0,100,0,800000,1000000,5707.0,6,5609,337,6,431,413,269,2019,5609,337,431,413,269,2019,6063,364,11,55,3,02401100902600,20191029,2019317,05,24,3,B,48656,102278,590,1,15920,21627.0,15920.0,21627.0,20191117,2019-11-17,2019-08-28,40948,2295.767708
33950,02H20000100000002000005,H200,2,11,5,10,0,20,0,100000,200000,3115.0,1,8006,301,4,385,273,197,2019,8006,301,385,273,197,2019,4724,178,7,59,3,02H20000100001,20190807,2019242,03,24,2,B,194760,102278,11399,1,0,3115.0,0.0,3115.0,20190901,2019-09-01,2019-07-21,40964,1252.422188
34053,02309000100000002031141,3090,2,11,1,10,0,20,3114,100000,203114,5432.0,1,3839,154,4,197,77,60,2019,3839,154,197,77,60,2019,3950,158,11,55,2,02309000101584,20190829,2019259,05,24,3,B,48550,102278,542,1,0,5432.0,0.0,5432.0,20190922,2019-09-22,2019-07-21,43226,2162.565865
34074,02H55500400000007002645,H555,2,11,5,40,0,70,264,400000,700264,1900.0,2,3135,94,3,120,30,27,2019,3135,94,120,30,27,2019,1129,34,11,55,2,02H55500400001,20190731,2019228,05,24,3,B,180765,102278,12972,1,6757,8657.0,6757.0,8657.0,20190818,2019-08-18,2019-07-21,43667,705.1129743
34092,02401300100000002027781,4013,2,11,1,10,0,20,2778,100000,202778,5015.0,1,3335,67,2,86,18,17,2019,3335,67,86,18,17,2019,3168,64,11,55,1,02401300200910,20190905,2019273,05,24,3,B,48667,102278,592,1,0,5015.0,0.0,5015.0,20191006,2019-10-06,2019-07-21,43375,2003.288063
34116,02206601100000011017081,2066,2,11,1,110,0,110,1708,1100000,1101708,1708.0,2,4830,145,3,186,60,49,2019,4830,145,186,60,49,2019,1560,47,11,55,2,02206601101500,20191016,2019292,05,24,3,B,48186,102278,367,1,14469,16177.0,27035.0,28743.0,20191222,2019-12-22,2019-12-22,43841,662.3466509
34134,02307400400000005000001,3074,2,11,1,40,0,50,0,400000,500000,3826.0,3,5192,104,2,133,41,35,2019,5192,104,133,41,35,2019,3764,75,11,55,1,02307400400500,20190829,2019273,05,24,3,B,48515,102278,525,1,9094,12920.0,9094.0,12920.0,20191006,2019-10-06,2019-07-21,44066,1537.572574
34153,02002800110000003100001,0028,2,11,1,11,0,31,0,110000,310000,3760.0,1,7395,304,4,389,257,187,2016,7553,310,397,258,188,2016,5265,216,8,72,2,02002800100600,20191021,2017058,03,24,2,S,120762,102278,151,2,0,3760.0,0.0,3760.0,20191124,2019-11-24,2019-07-21,44407,1516.1857300000001
34238,02405201500000016026081,4052,2,11,1,150,0,160,2608,1500000,1602608,5128.0,5,3559,178,5,228,107,83,2019,3559,178,228,107,83,2019,3456,173,11,55,3,02405201600000,20190829,2019259,05,24,3,B,48776,102278,639,1,17692,22820.0,31794.0,36922.0,20190922,2019-09-22,2019-07-21,44199,2045.947789
34308,02407200100000001000211,4072,2,11,1,10,0,10,21,100000,100021,21.0,1,2561,154,6,197,199,128,2019,2561,154,197,199,128,2019,10,1,11,55,3,02407200100010,20190917,2019317,05,24,3,B,48820,102278,660,1,0,21.0,0.0,21.0,20191117,2019-11-17,2019-07-21,43905,16.24118754
34479,02308500101125004022291,3085,2,11,1,10,1125,40,2229,101125,402229,7614.0,2,2865,86,3,110,37,30,2019,2865,86,110,37,30,2019,4131,124,11,55,2,02308500200100,20190828,2019250,05,24,3,B,154523,102278,536,1,1125,8739.0,1125.0,8739.0,20190908,2019-09-08,2019-07-21,43472,3055.292171
34538,02402200701370010000001,4022,2,11,1,70,1370,100,0,701370,1000000,4928.0,5,7052,494,7,632,634,410,2019,7052,494,632,634,410,2019,6580,461,11,55,4,02402200901600,20190904,2019273,05,24,3,B,48704,102278,605,1,9393,14321.0,9393.0,14321.0,20191006,2019-10-06,2019-11-05,43217,1978.3653769999999
34568,02005103001005033006701,0051,2,11,1,300,1005,330,670,3001005,3300670,8050.0,13,12430,724,6,927,483,354,2019,12430,724,927,483,354,2019,18956,1104,10,55,3,02005103200445,20190723,2019336,03,6,1,N,124872,102278,161,1,76940,84990.0,76940.0,84990.0,20191208,2019-12-08,2019-07-21,43354,3213.5916
34665,02303900300000003021041,3039,2,11,1,30,0,30,2104,300000,302104,2104.0,2,1586,79,5,101,81,57,2019,1586,79,101,81,57,2019,631,31,11,55,3,02303900301100,20190827,2019250,05,24,3,B,94443,102278,473,1,4367,6471.0,4367.0,6471.0,20190908,2019-09-08,2019-07-21,42964,833.1251164
34709,02408800100000001003911,4088,2,11,1,10,0,10,391,100000,100391,391.0,1,1114,50,4,64,36,27,2019,1114,50,64,36,27,2019,82,4,10,54,5,02408800100332,20190918,2019303,05,24,2,B,0,102278,85485,1,0,391.0,0.0,391.0,20191105,2019-11-05,2019-07-21,52333,159.5727861
34723,02210801200000013000001,2108,2,11,1,120,0,130,0,1200000,1300000,3923.0,5,10802,169,2,216,124,92,2019,10802,169,216,124,92,2019,8026,126,8,64,2,02210801201350,20191024,2019340,05,24,2,B,48262,102278,404,1,10812,14735.0,10812.0,14735.0,20191208,2019-12-08,2019-07-21,42653,1558.108371
34784,02037606512358067112021,0376,2,11,1,651,2358,671,1202,6512358,6711202,9344.0,11,48461,3418,7,4375,3049,2171,2019,48461,3418,4375,3049,2171,2019,85776,6050,6,53,9,02037606610100,20190926,2019294,01,24,2,W,155823,102278,66093,2,85771,95115.0,85771.0,95115.0,20191027,2019-10-27,2019-11-05,42745,3674.906603
34844,02005002200400024023651,0050,2,11,1,220,400,240,2365,2200400,2402365,5537.0,19,11033,577,5,739,295,237,2019,11033,577,739,295,237,2019,11574,605,10,51,4,02005002301579,20190910,2019317,05,24,2,B,47380,102278,158,1,46502,52039.0,46502.0,52039.0,20200105,2020-01-05,2019-12-22,43019,2221.3231370000003
34863,02037605011648052524811,0376,2,11,1,501,1648,525,2481,5011648,5252481,13886.0,2,12701,702,6,899,1276,844,2019,12701,702,899,1276,844,2019,33404,1846,9,66,3,02037605150500,20191113,2019345,01,24,2,W,155718,102278,66093,2,6161,20047.0,6161.0,20047.0,20191215,2019-12-15,2019-11-05,43000,5589.535489
34877,02301500400810004022131,3015,2,11,1,40,810,40,2213,400810,402213,1403.0,3,624,31,5,40,20,15,2019,624,31,40,20,15,2019,166,8,11,55,3,02301500401457,20190723,2019259,05,24,3,B,0,102278,75914,1,8274,9677.0,10298.0,11701.0,20200112,2020-01-12,2020-01-12,632773,558.9875465
34904,02103200400000006000001,1032,2,11,1,40,0,60,0,400000,600000,4005.0,3,9698,582,6,745,760,489,2019,9698,582,745,760,489,2019,7361,442,11,55,3,02103200401000,20191106,2019320,05,24,3,B,168164,102278,278,1,8765,12770.0,8765.0,12770.0,20191117,2019-11-17,2019-07-21,43158,1599.819926
34977,02201700100000007000001,2017,2,11,1,10,0,70,0,100000,700000,12644.0,1,1545,93,6,119,93,66,2019,1545,93,119,93,66,2019,3700,223,11,55,3,02201700400750,20190725,2019232,05,24,3,B,174791,102278,303,1,0,12644.0,0.0,12644.0,20190825,2019-08-25,2019-07-21,42895,5022.992975
34978,02H17300100000002041715,H173,2,11,5,10,0,20,4171,100000,204171,9873.0,1,2211,133,6,170,182,116,2019,2211,133,170,182,116,2019,4135,249,11,55,3,02H17300100001,20190912,2019344,05,24,3,B,107650,102278,12826,1,0,9873.0,0.0,9873.0,20191215,2019-12-15,2019-11-05,43030,3983.030101
35018,02211000310900003128471,2110,2,11,1,31,900,31,2847,310900,312847,1947.0,2,8187,409,5,524,251,193,2019,8187,409,524,251,193,2019,3021,151,11,55,3,02211000311874,20191113,2020021,05,24,3,W,48269,102278,408,2,900,2847.0,900.0,2847.0,20200126,2020-01-26,2019-07-21,42571,776.1960073
35053,02005100151620004100001,0051,2,11,1,15,1620,41,0,151620,410000,7844.0,2,12651,1172,9,1500,764,571,2019,12651,1172,1500,764,571,2019,18799,1742,8,57,7,02005100252095,20190916,2019317,03,24,2,S,174758,102278,163,2,2771,10615.0,2771.0,10615.0,20191117,2019-11-17,2019-11-05,42222,3133.089777
35071,02307701901315023020641,3077,2,11,1,190,1315,230,2064,1901315,2302064,12245.0,6,5418,108,2,138,39,34,2019,5418,108,138,39,34,2019,12564,250,11,55,1,02307702100452,20190829,2019259,05,24,3,B,143424,102278,528,1,35582,47827.0,42394.0,54639.0,20191222,2019-12-22,2019-12-22,42431,4957.525137
35118,02203000300000004021621,2030,2,11,1,30,0,40,2162,300000,402162,5585.0,1,1987,79,4,101,37,30,2019,1987,79,101,37,30,2019,2102,84,11,95,2,02203000400650,20190724,2019232,05,24,3,B,48066,102278,317,1,0,5585.0,5719.0,11304.0,20190825,2019-08-25,2019-07-21,41921,2230.584461
35164,02203200100000003000001,2032,2,11,1,10,0,30,0,100000,300000,5006.0,1,8915,267,3,342,123,101,2019,8915,267,342,123,101,2019,8451,253,11,55,2,02203200101837,20190723,2019232,05,24,3,B,48074,102278,319,1,0,5006.0,0.0,5006.0,20190825,2019-08-25,2019-07-21,42059,2013.445625
35172,02208600100000004027021,2086,2,11,1,10,0,40,2702,100000,402702,10092.0,1,3610,217,6,278,128,99,2019,3610,217,278,128,99,2019,6899,415,11,60,3,02208600301704,20190605,2019172,05,24,3,B,128746,102278,392,1,0,10092.0,0.0,10092.0,20190708,2019-07-08,2019-07-21,39297,4040.433993
35187,02H53200100000006033265,H532,2,11,5,10,0,60,3326,100000,603326,6492.0,1,15087,774,5,991,1349,905,2019,15087,774,991,1349,905,2019,18557,952,8,58,5,02H53200600001,20190716,2019215,03,24,2,B,0,102278,11411,1,0,6492.0,0.0,6492.0,20190811,2019-08-11,2019-07-21,52587,2660.564217
35218,02H09300100000003010565,H093,2,11,5,10,0,30,1056,100000,301056,2639.0,1,4118,61,1,78,19,17,2019,4118,61,78,19,17,2019,2059,31,11,0,2,02H09300200001,20190814,2019236,05,24,2,O,190628,102278,84058,1,0,2639.0,0.0,2639.0,20190825,2019-08-25,2019-07-21,39140,1067.8140939999998
35322,02408600400000004010301,4086,2,11,1,40,0,40,1030,400000,401030,1030.0,2,8670,354,4,453,430,299,2019,8670,354,453,430,299,2019,1691,69,8,54,5,02408600400528,20191024,2019345,05,24,2,B,121210,102278,667,1,9398,10428.0,9398.0,10428.0,20191215,2019-12-15,2019-07-21,39378,429.73080530000004
35331,02307701500000019013151,3077,2,11,1,150,0,190,1315,1500000,1901315,8438.0,5,10784,216,2,276,76,67,2019,10784,216,276,76,67,2019,17233,345,11,65,1,02307701900485,20190829,2019259,05,24,3,B,48524,102278,528,1,27144,35582.0,33956.0,42394.0,20191222,2019-12-22,2019-12-22,40538,3405.5137649999997
35366,02005106400700067000001,0051,2,11,1,640,700,670,0,6400700,6700000,4332.0,13,14530,1288,9,1649,1017,735,2019,14530,1288,1649,1017,735,2019,11915,1056,9,65,6,02005106601688,20190829,2019277,03,24,2,B,119341,102278,71105,1,46519,50851.0,155332.0,159664.0,20191006,2019-10-06,2019-07-21,39593,1731.456193
35442,02013003320000033226201,0130,2,11,1,332,0,332,2620,3320000,3322620,2620.0,11,11841,807,7,1033,917,639,2019,11841,807,1033,917,639,2019,5873,400,9,66,5,02013003321500,20190806,2019242,05,24,2,B,164280,102278,182,1,67670,70290.0,67670.0,70290.0,20190901,2019-09-01,2019-07-21,39181,1049.104894
